# The shapes a source reader takes — the P3, P14, P16 rows of docs/plans/MIGRATION-DEBT.tsv, classified.
# Generated by: python scripts/dev/bt-app-reader-shapes.py
# Read-only, re-runnable; the rows come out in the debt list's order.
# mechanical: yes = a converter can rewrite the site and a person need not read it; partial = a converter can propose the rewrite and a person must read the result; no = a person decides.
# row: the line of MIGRATION-DEBT.tsv this came from.
row	ticket	file	test	shape	reader	selectors	assertion	mechanical	reason
D0564	P14	crates/bt-app/src/shell_integration.rs	shell_integration::tests::the_bash_script_ships_with_unix_line_endings	F-fixture	script_source	../../../scripts/shell-integration/folio.bash	!contains,contains	no	the reading's subject is not Rust source (../../../scripts/shell-integration/folio.bash): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0565	P14	crates/bt-app/src/shell_integration.rs	shell_integration::tests::the_integration_script_knows_the_name_this_terminal_announces	F-fixture	script_source_ps1	../../../scripts/shell-integration/folio.ps1	contains,count	no	the reading's subject is not Rust source (../../../scripts/shell-integration/folio.ps1): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0566	P14	crates/bt-app/src/shell_integration.rs	shell_integration::tests::the_startup_chain_a_pane_emulates_is_the_one_its_profile_asked_for	F-fixture	script_source	../../../scripts/shell-integration/folio.bash	contains,equals	no	the reading's subject is not Rust source (../../../scripts/shell-integration/folio.bash): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0567	P14	crates/bt-app/src/shell_integration.rs	shell_integration::tests::the_term_variables_a_pane_is_given_are_the_same_on_every_platform	N-whole-file-negative	../../bt-pty/src/lib.rs	../../bt-pty/src/lib.rs;COLORTERM;Folio;TERM;TERM_PROGRAM;TERM_PROGRAM_VERSION;\"{name}\";`resolved_environment` no longer declares {name};cfg;fn resolved_environment(&self);the four declarations took a platform arm: {region};the spawn path declared {declared} a second time, beside `bt-pty`'s	!contains,contains,equals	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0568	P14	crates/bt-app/src/shell_integration.rs	shell_integration::tests::writing_the_profile_leaves_no_half_written_file_in_the_folder	N-whole-file-negative	shell_integration.rs	# mine\n;.tmp-;PowerShell;\n}\n;and the line is in the file the shell will read;and the truncating write is gone;atomic;bt_persist::atomic_replace_preserving(profile;fn replace_profile(;its end;no temp file survives: {leftovers:?};shell_integration.rs;std::fs::write(profile;the profile is replaced atomically, not truncated and rewritten;the write;the writer	!contains,contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0569	P14	crates/bt-app/src/shell_integration.rs	shell_integration::tests::zsh_is_pointed_at_a_directory_and_never_handed_bashs_flag	F-fixture	script_source_zsh	../../../scripts/shell-integration/folio.zsh	contains,equals	no	the reading's subject is not Rust source (../../../scripts/shell-integration/folio.zsh): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0570	P14	crates/bt-app/src/shell_integration/profile_runtime.rs	shell_integration::profile_runtime::tests::shell_integration_offer_predicate_never_grants_write_ownership	N-whole-file-negative	../shell_integration.rs;profile_marks.rs	../shell_integration.rs;\n}\n;fn add_profile_with_forms(;forms.owns(;profile_marks.rs;profile_suppresses_integration_offer;profile_suppresses_integration_offer(&decoded.text);pub fn offer_for(profile: &Path) -> Offer {	!contains,contains	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0571	P14	crates/bt-app/src/shortcuts.rs	shortcuts::tests::docs_shortcuts_md_is_the_bindings_table	Q-runtime-file		target	position,slice	no	the test reads a file it created at run time, not source text. `bt-source` enumerates a crate's declarations and has no answer for it: the row belongs to §6.1's file-scoped allowlist or to a decision that it never was a source reader
D0572	P3	crates/bt-app/src/tests.rs	tests::a_card_reads_the_picture_this_window_has_and_asks_for_nothing	N-whole-file-negative	SOURCE;main.rs	.insert(;D:\shots\B1-rest.png;\nfn card_picture_in<'a>(;\n}\n;a decode that is still out is a face, not a half-drawn picture;a decoded file draws;a file nothing has decoded is a face;and a decode that failed is the same face;and it ends;and it is the same pixels the pane is drawing, not a copy;main.rs;request_peek_pixels;the card's picture lookup asks the worker or writes the cache, \             	!contains,equals,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0573	P14	crates/bt-app/src/tests.rs	tests::a_caret_and_a_scroll_survive_a_switch_to_another_buffer_and_back	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0574	P14	crates/bt-app/src/tests.rs	tests::a_column_pointed_somewhere_else_forgets_the_old_place_and_keeps_its_width	S-no-source-read			contains,equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0575	P3	crates/bt-app/src/tests.rs	tests::a_commit_with_no_composition_in_front_of_it_still_reaches_the_child	M2-file-and-body	SOURCE;body;main.rs	fn ime_input(&mut self, event: Ime) -> Result<()> {;fn keyboard_input(&mut self, event: &KeyEvent, is_synthetic: bool) -> Result<()> {	!contains,contains,edge,position,slice	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0576	P3	crates/bt-app/src/tests.rs	tests::a_composition_is_never_written_into_the_buffer	N-whole-file-negative	SOURCE;main.rs	Ime::Commit;\n    }\n;a pre-edit is drawn and never inserted;drawing a composition changes no block;fn preview_ime(&mut self, event: Ime) -> Result<()> {;insert_into_preview;main.rs;nikan;on either face;the one door a composition reaches a page through;the pre-edit arm stands above the commit;| 天 | b |;我们是;我们是天下第一好	!contains,equals,position,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0577	P3	crates/bt-app/src/tests.rs	tests::a_divider_drag_that_loses_its_pointer_stops_holding_the_resize	W-whole-file	SOURCE;main.rs	    fn flush_pending_pty_resize(&mut self, now: Instant);a stale divider drag has to be cleared before it is believed;an untouched capture is a hand still on the divider;and on a platform with no per-thread capture to lose, nothing was taken away;and that release settles the transaction;and the reflow that followed the hand has a transaction open;and the shape the report is about: the system took 	equals,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0578	P14	crates/bt-app/src/tests.rs	tests::a_file_over_the_highlight_cap_still_draws_as_a_plain_body	S-no-source-read			none	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0579	P3	crates/bt-app/src/tests.rs	tests::a_float_that_declines_a_point_still_consumes_it	H-custom-helper	runtime_fn_body	    fn file_row_under(	contains,equals	no	`runtime_fn_body` is not a plain body finder: its end-of-body rule is `next-doc-comment`
D0580	P3	crates/bt-app/src/tests.rs	tests::a_folder_row_makes_a_files_tab_rooted_where_it_was_dragged_from	B1-body-contains	row_strip_method	commit_row_into_new_tab	contains	yes	`row_strip_method` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::commit_row_into_new_tab
D0581	P3	crates/bt-app/src/tests.rs	tests::a_formula_that_lands_rebuilds_the_page_that_was_standing_on_its_source	W-whole-file	SOURCE;main.rs	\n    }\n;`apply_math_results` is still spelled this way;a landed picture asks the page to be laid out again;and the flag is set by a picture, never by a refusal;and the window still owes a frame after it;changed;fn apply_math_results(;gated on a picture rather than on `changed`: a refusal leaves the \              block drawing exactly what it was drawing and owes no rebuild;if picture_landed {;i	contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0582	P14	crates/bt-app/src/tests.rs	tests::a_frame_shape_stop_records_its_cause_before_announcing	Q-runtime-file		(the file it reads)	contains,equals	no	the test reads a file it created at run time, not source text. `bt-source` enumerates a crate's declarations and has no answer for it: the row belongs to §6.1's file-scoped allowlist or to a decision that it never was a source reader
D0583	P3	crates/bt-app/src/tests.rs	tests::a_hover_inside_a_float_arms_no_peek_for_the_row_beneath	H-custom-helper	runtime_fn_body	    fn glancing_row_at(;    fn row_under(	contains,position	no	`runtime_fn_body` is not a plain body finder: its end-of-body rule is `next-doc-comment`
D0584	P3	crates/bt-app/src/tests.rs	tests::a_hover_inside_a_floats_body_lights_no_docked_row	H-custom-helper	runtime_fn_body	    fn chrome_target_at(;    fn update_chrome_hover(	contains	no	`runtime_fn_body` is not a plain body finder: its end-of-body rule is `next-doc-comment`
D0585	P3	crates/bt-app/src/tests.rs	tests::a_hover_over_a_floating_trees_row_is_that_rows_hover	H-custom-helper	runtime_fn_body	    fn peek_row(;    fn row_under(	contains	no	`runtime_fn_body` is not a plain body finder: its end-of-body rule is `next-doc-comment`
D0586	P14	crates/bt-app/src/tests.rs	tests::a_keystroke_relays_a_full_head_read_inside_a_frame	S-no-source-read			none	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0587	P14	crates/bt-app/src/tests.rs	tests::a_long_path_is_cut_and_the_phrase_beside_it_is_not	S-no-source-read			edge,equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0588	P3	crates/bt-app/src/tests.rs	tests::a_page_a_modal_covers_is_drawn_as_a_kept_frame	H-custom-helper	method_text	    fn keep_what_the_modal_covers(;    fn preview_float_layer(;    fn refresh_chrome_with_overlay(;    fn sync_web_page(	contains	no	`method_text` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0589	P3	crates/bt-app/src/tests.rs	tests::a_page_follows_the_pane_it_is_drawn_in	H-custom-helper	method_text		contains,equals,position	no	`method_text` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0590	P14	crates/bt-app/src/tests.rs	tests::a_pane_head_says_where_it_is_and_a_program_speaks_only_in_front_of_it	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0591	P14	crates/bt-app/src/tests.rs	tests::a_pane_heads_folder_is_written_the_way_this_reader_writes_one	W-whole-file	SOURCE;main.rs	/Users/alice;/Users/alice/pages;/nowhere/at/all;Windows knows no `~`, so a head prints what the shell reported;\n}\n;`cwd_whole` is still spelled this way;a folder under nobody's home is printed whole on either machine;and a Mac's head says what a Mac's breadcrumbs say;fn cwd_whole(directory: &Path) -> Option<String> {;home_shortened_path;it still has an end;main.rs;notes;the head asks the breadcr	contains,equals	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0592	P14	crates/bt-app/src/tests.rs	tests::a_pinned_preview_keeps_its_own_buffer_and_scroll_when_the_next_file_opens	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0593	P3	crates/bt-app/src/tests.rs	tests::a_playing_video_is_spelled_as_the_file_it_is	M2-file-and-body	SOURCE;body;main.rs	fn preview_head_tools(;fn preview_rail_kind(;fn refit_preview_picture(;fn video_playing_on(	contains,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0594	P14	crates/bt-app/src/tests.rs	tests::a_pointer_that_has_left_the_window_is_standing_in_no_pane	M2-file-and-body	SOURCE;body;main.rs	    fn pointer_left(	contains,equals,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0595	P3	crates/bt-app/src/tests.rs	tests::a_present_is_recorded_whichever_door_it_came_through	H-custom-helper	method_text	    fn present_retained_picture(&mut self) -> Result<()> {;    fn trace_present(;    fn redraw(&mut self) -> Result<()> {	contains,position	no	`method_text` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0596	P3	crates/bt-app/src/tests.rs	tests::a_press_inside_a_float_never_names_a_docked_row	H-custom-helper	runtime_fn_body	    fn file_row_under(	!contains,contains,position	no	`runtime_fn_body` is not a plain body finder: its end-of-body rule is `next-doc-comment`
D0597	P3	crates/bt-app/src/tests.rs	tests::a_press_on_a_floats_body_over_a_column_raises_no_root_menu	H-custom-helper	runtime_fn_body	    fn file_row_under(;    fn files_ground_under(	!contains,position	no	`runtime_fn_body` is not a plain body finder: its end-of-body rule is `next-doc-comment`
D0598	P3	crates/bt-app/src/tests.rs	tests::a_press_outside_an_open_dropdown_closes_it_and_still_lands	N-whole-file-negative	SOURCE;main.rs	    fn settings_mouse_input(;\n    fn ;a press on the dialog's ground is the whole gesture: {arm};a press on the scrim while a list is open shuts the list, not the \              dialog — one layer per gesture, which is what the first Esc does;a press outside the dialog's open popup is judged by \                  `settings::popup_press`, not by a rule written here;a press outside the list that la	!contains,contains,count,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0599	P3	crates/bt-app/src/tests.rs	tests::a_recording_follows_the_pane_it_is_drawn_in	H-custom-helper	method_text		contains,equals,position	no	`method_text` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0600	P3	crates/bt-app/src/tests.rs	tests::a_redraw_asked_for_by_a_tab_with_no_shell_is_always_a_present	W-whole-file	SOURCE;main.rs	    fn ;\n    fn ;`redraw` drops a bare request again, so a preview alone in a tab \              stops drawing:\n{redraw};`redraw` is declared in this file;a tab with a shell and no filed debt owes nothing: everything that \              changes such a window publishes a frame or files the debt first;a tab with no shell has only one kind of frame, so every redraw it \              is asked for is	contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0601	P3	crates/bt-app/src/tests.rs	tests::a_refusal_the_commit_raised_is_shown_in_the_box	M2-file-and-body	SOURCE;body;main.rs	    fn create_files_row(;    fn dress_files_tree_editor(;    fn finish_rename(;    fn open_files_row_new(	!contains,contains,equals,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0602	P3	crates/bt-app/src/tests.rs	tests::a_refused_address_is_a_field_that_can_still_be_left	M2-file-and-body	SOURCE;body;main.rs	    fn finish_rename(;    fn press_web_page(	contains,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0603	P14	crates/bt-app/src/tests.rs	tests::a_refused_verb_raises_one_notice_and_a_read_that_failed_raises_none	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0604	P3	crates/bt-app/src/tests.rs	tests::a_remembered_line_comes_only_from_a_mark_the_reader_was_at	W-whole-file	main.rs	!mark.command_text.is_empty() && mark.typed_by_user;last_command: if remember_the_command {;main.rs;the line written into session.json comes from a mark whose command              the reader's own keyboard was present for: {clause};the one place a remembered line is written	contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0605	P14	crates/bt-app/src/tests.rs	tests::a_repo_relative_path_is_joined_in_the_grammar_the_platform_reads	S-no-source-read			edge,equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0606	P14	crates/bt-app/src/tests.rs	tests::a_resize_cannot_re_walk_a_grammar_and_an_edit_must	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0607	P14	crates/bt-app/src/tests.rs	tests::a_resize_reflows_the_markdown_without_re_measuring_it	F-fixture	../../../docs/UI-UX.md	../../../docs/UI-UX.md	equals,slice	no	the reading's subject is not Rust source (../../../docs/UI-UX.md): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0608	P14	crates/bt-app/src/tests.rs	tests::a_restored_expansion_comes_back_as_questions_and_not_as_rows	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0609	P3	crates/bt-app/src/tests.rs	tests::a_retirement_asks_for_one_frame_and_not_one_per_turn	H-custom-helper	method_text	    fn advance_web_page(&mut self, now: Instant) -> Result<()> {	!contains,contains	no	`method_text` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0610	P3	crates/bt-app/src/tests.rs	tests::a_right_press_on_a_tab_raises_its_menu_and_leaves_the_active_tab_alone	M2-file-and-body	SOURCE;body;main.rs	    fn chrome_mouse_input(;    fn mouse_input(	!contains,contains,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0611	P3	crates/bt-app/src/tests.rs	tests::a_right_press_on_the_columns_ground_raises_the_roots_menu	M2-file-and-body	SOURCE;body;main.rs	    fn file_row_under(;    fn files_ground_under(	contains,count,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0612	P14	crates/bt-app/src/tests.rs	tests::a_row_is_no_ones_pane_so_every_zone_is_open_to_it	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0613	P3	crates/bt-app/src/tests.rs	tests::a_row_on_an_entry_opens_through_that_tabs_own_doors	B1-body-contains	row_strip_method	commit_row_into_tab	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `row_strip_method` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::commit_row_into_tab
D0614	P14	crates/bt-app/src/tests.rs	tests::a_row_opens_on_the_lane_its_name_and_the_mint_agree_on	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0615	P3	crates/bt-app/src/tests.rs	tests::a_rows_strip_arm_asks_the_run_and_never_the_window	B1-body-contains	row_strip_method	survey_strip	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `row_strip_method` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::survey_strip
D0616	P3	crates/bt-app/src/tests.rs	tests::a_rows_two_landings_are_spent_by_its_own_two_commits	B1-body-contains	row_strip_method	commit_strip_adopt;commit_strip_extract	contains,equals	yes	`row_strip_method` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::commit_strip_adopt, Runtime::commit_strip_extract
D0617	P14	crates/bt-app/src/tests.rs	tests::a_same_length_edit_rebuilds_the_cached_document	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0618	P3	crates/bt-app/src/tests.rs	tests::a_seat_that_changes_content_drops_its_video	N-whole-file-negative	SOURCE;main.rs	    fn sweep_video_seats(;../../tests/assets;CARGO_MANIFEST_DIR;\n    fn ;a commit graph;a live page;a markdown document;a pane showing a recording is about that recording;a seat that was swept away left its decoder running;a surface showing {what} is still credited with the recording it \                  was playing — the decoder runs on and its last frame stands over \                  the new 	!contains,contains,equals,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0619	P3	crates/bt-app/src/tests.rs	tests::a_second_playback_on_one_surface_is_a_second_name_for_the_renderer	H-custom-helper	method_text	    fn video_layers(&self, animations: &[DrawnAnimation]) -> Vec<bt_render::VideoLayer> {	contains,equals	no	`method_text` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0620	P3	crates/bt-app/src/tests.rs	tests::a_tab_switch_leaves_no_menu_standing	M2-file-and-body	SOURCE;body;main.rs	    fn activate_tab(;    fn close_every_popup(	contains,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0621	P3	crates/bt-app/src/tests.rs	tests::a_theme_flip_asks_every_markdown_page_to_lay_out_again	W-whole-file	SOURCE;main.rs	\n    }\n;a page whose pictures and formulas are inked by the theme has to be \              asked again: {body};cache.clear();;fn adopt_new_palette(&mut self) -> Result<()> {;its closing brace;main.rs;self.refresh_preview_for_layout();;the one door every theme change goes through	contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0622	P14	crates/bt-app/src/tests.rs	tests::a_tree_that_is_still_loading_opens_at_the_kinds_height_and_shrinks_when_it_lands	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0623	P3	crates/bt-app/src/tests.rs	tests::a_video_frame_alone_is_enough_to_present	M2-file-and-body	SOURCE;body;main.rs	fn advance_strip_animation(;fn service_pictures(	contains,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0624	P14	crates/bt-app/src/tests.rs	tests::a_wrapped_highlighted_line_keeps_every_character_and_its_inks	S-no-source-read			contains,equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0625	P3	crates/bt-app/src/tests.rs	tests::an_animation_crosses_a_tab_boundary_because_it_is_keyed_by_its_file	H-custom-helper	method_text	    fn animation_running_on(&self, surface: PreviewSurface) -> bool {	contains,equals	no	`method_text` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0626	P14	crates/bt-app/src/tests.rs	tests::an_edit_to_one_block_keeps_every_other_blocks_measurement	F-fixture	../../../docs/UI-UX.md	../../../docs/UI-UX.md	equals,position	no	the reading's subject is not Rust source (../../../docs/UI-UX.md): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0627	P3	crates/bt-app/src/tests.rs	tests::an_engine_page_alone_in_a_tab_reaches_the_glass_through_the_retained_present	H-custom-helper	method_text	    fn pane_draws(&mut self, now: Instant) -> Vec<PaneDraw> {;    fn present_retained_picture(&mut self) -> Result<()> {;    fn present_seats_and_commit(	contains	no	`method_text` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0628	P3	crates/bt-app/src/tests.rs	tests::an_opened_animation_starts_over_and_a_revealed_one_resumes	H-custom-helper	method_text	    fn request_animations(&mut self, drawn: &[DrawnAnimation]) {	contains,equals	no	`method_text` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0629	P3	crates/bt-app/src/tests.rs	tests::both_pointer_doors_tell_the_chevron_clocks_where_the_hand_is	M2-file-and-body	SOURCE;body;main.rs	    fn pointer_left(;    fn pointer_moved(;    fn turn(	contains,equals,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0630	P3	crates/bt-app/src/tests.rs	tests::cancelling_a_composition_goes_through_one_door	M2-file-and-body	../../bt-platform/src/lib.rs;PLATFORM;SOURCE;body;main.rs	fn cancel_composition(	!contains,contains,count,position,slice	no	the test asserts over the whole file *and* over a named body (the file half reads ../../bt-platform/src/lib.rs, PLATFORM, SOURCE, main.rs). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0631	P3	crates/bt-app/src/tests.rs	tests::deadline_owners_do_not_manufacture_appointments_from_the_query_time	N-whole-file-negative	main.rs;persist.rs	    fn drag_autoscroll_deadline(;.map_or(now;.unwrap_or(now;Instant::now() + SESSION_DEBOUNCE;\n    fn ;drag auto-scroll still renews from the fold query time:\n{drag};main.rs;map(|delay| now + delay);missing production function `{signature}`;next_animation_frame(now);now + self.window.frame_clock.interval();pane motion fold entry;pane_motion.deadline(;persist.rs;session save still renews from the	!contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0632	P3	crates/bt-app/src/tests.rs	tests::delete_resolves_its_key_against_the_live_tree	H-custom-helper	runtime_fn_body	    fn delete_files_row(;    fn open_files_row_rename(	contains,position	no	`runtime_fn_body` is not a plain body finder: its end-of-body rule is `next-doc-comment`
D0633	P3	crates/bt-app/src/tests.rs	tests::every_door_that_lands_a_source_opens_a_page_as_a_page	W-whole-file	SOURCE;main.rs	    fn open_preview_source_on(;    fn rename_preview_file(;D:\notes\notes.md;D:\repo;D:\reports\report.pdf;D:\site\index.html;\\server\share\index.html;\n    fn ;a dropped or double-clicked page is a page: {target};a reading of a repository has no file, so it is not a page;a rename into a page's name leaves the file on the document lane:\n{rename};a restored `cur` naming a page is a page;and a doc	contains,equals,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0634	P14	crates/bt-app/src/tests.rs	tests::every_surface_over_one_document_gets_that_documents_own_highlighting	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0635	P14	crates/bt-app/src/tests.rs	tests::hostile_math_is_refused_and_the_real_decoration_worker_survives	S-no-source-read			contains,equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0636	P3	crates/bt-app/src/tests.rs	tests::no_zoom_gesture_reaches_past_the_door_that_knows_a_video	W-whole-file	SOURCE;main.rs	(surface);\n    fn ;a zoom gesture is asking the surface half alone — it must ask \              `picture_takes_zoom`, which is the surface half AND the content's;fn press_preview_image(;fn preview_image_zoom(;fn set_preview_image_zoom(;main.rs;self.picture_takes_zoom(surface);surface_takes_image_zoom{};{gate} is declared in this file;{gate} must ask the content-aware door	contains,count,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
